# Newsky Schedule Export
# Airline: UKL - Ukraine Classic Air Alliance
# Date: 2026-07-14 19:10z
#
# <- use hash to add comments.
# Remember to respect headers and proper CSV formatting!
# Empty airframes column with result in ALL available
#
# Start of CSV data:
number,dep,arr,type,duration,mon,tue,wed,thu,fri,sat,sun,airframes,active
5034,UKOO,UKDE,pax,65,false,false,true,false,false,false,false,A320,true
5035,UKDE,EKCH,pax,165,false,false,false,true,false,false,false,A320,true
5036,EKCH,UKLI,pax,120,false,false,false,true,false,false,false,A320,true
5037,UKLI,UKDE,pax,95,false,false,false,true,false,false,false,A320,true
5038,UKDE,ESGG,pax,175,false,false,false,false,true,false,false,A320,true
5039,ESGG,UKHH,pax,170,false,false,false,false,true,false,false,A320,true
5040,UKHH,UKDE,pax,55,false,false,false,false,true,false,false,A320,true
5041,UKDE,LSZH,pax,185,false,false,false,false,false,true,false,A320,true
5042,LSZH,UKOO,pax,160,false,false,false,false,false,true,false,A320,true
5043,UKOO,UKDE,pax,65,false,false,false,false,false,true,false,A320,true
5044,UKDE,EDDH,pax,175,false,false,false,false,false,false,true,A320,true
5045,EDDH,UKDE,pax,175,false,false,false,false,false,false,true,A320,true
5051,UKHH,UKHS,pax,45,true,false,false,false,false,false,false,AN2,true
5052,UKHS,LTAI,pax,160,true,false,false,false,false,false,false,AN2,true
5053,LTAI,UKHS,pax,160,true,false,false,false,false,false,false,AN2,true
5054,UKHS,UKHH,pax,45,true,false,false,false,false,false,false,AN2,true
5055,UKHH,UKHP,pax,45,false,true,false,false,false,false,false,AN2,true
5056,UKHP,LTFM,pax,115,false,true,false,false,false,false,false,AN2,true
5057,LTFM,UKHP,pax,115,false,true,false,false,false,false,false,AN2,true
5058,UKHP,UKHH,pax,45,false,true,false,false,false,false,false,AN2,true
5059,UKHH,UKKE,pax,60,false,false,true,false,false,false,false,AN2,true
5060,UKKE,UKKV,pax,55,false,false,true,false,false,false,false,AN2,true
5061,UKKV,UKKE,pax,55,false,false,true,false,false,false,false,AN2,true
5062,UKKE,UKHH,pax,60,false,false,true,false,false,false,false,AN2,true
5063,UKHH,UKLH,pax,90,false,false,false,true,false,false,false,AN2,true
5064,UKLH,LCLK,pax,170,false,false,false,true,false,false,false,AN2,true
5065,LCLK,UKLH,pax,170,false,false,false,true,false,false,false,AN2,true
5066,UKLH,UKHH,pax,90,false,false,false,true,false,false,false,AN2,true
5067,UKHH,UKKE,pax,60,false,false,false,false,true,false,false,AN2,true
5068,UKKE,UKWW,pax,55,false,false,false,false,true,false,false,AN2,true
5069,UKWW,UKKE,pax,55,false,false,false,false,true,false,false,AN2,true
5070,UKKE,UKHH,pax,60,false,false,false,false,true,false,false,AN2,true
5071,UKHH,UKHS,pax,45,false,false,false,false,false,true,false,AN2,true
5072,UKHS,UKLU,pax,110,false,false,false,false,false,true,false,AN2,true
5073,UKLU,UKHS,pax,110,false,false,false,false,false,true,false,AN2,true
5074,UKHS,UKHH,pax,45,false,false,false,false,false,true,false,AN2,true
5079,UKOO,UKKM,cargo,70,true,false,false,false,false,false,false,E190F,true
5080,UKKM,UKKE,cargo,50,true,false,false,false,false,false,false,E190F,true
5081,UKKE,UKOO,cargo,60,true,false,false,false,false,false,false,E190F,true
5082,UKOO,LROP,cargo,65,false,true,false,false,false,false,false,E190F,true
5083,LROP,UKOO,cargo,65,false,true,false,false,false,false,false,E190F,true
5084,UKOO,UKHP,cargo,70,false,true,false,false,false,false,false,E190F,true
5085,UKHP,UKOO,cargo,70,false,true,false,false,false,false,false,E190F,true
5086,UKOO,UKKM,cargo,70,false,false,true,false,false,false,false,E190F,true
5087,UKKM,UKHS,cargo,60,false,false,true,false,false,false,false,E190F,true
5088,UKHS,UKOO,cargo,80,false,false,true,false,false,false,false,E190F,true
5089,UKOO,LTFM,cargo,80,false,false,false,true,false,false,false,E190F,true
5090,LTFM,UKOO,cargo,80,false,false,false,true,false,false,false,E190F,true
5091,UKOO,UKWW,cargo,60,false,false,false,true,false,false,false,E190F,true
5092,UKWW,UKOO,cargo,60,false,false,false,true,false,false,false,E190F,true
5093,UKOO,UKKM,cargo,70,false,false,false,false,true,false,false,E190F,true
5094,UKKM,UKKE,cargo,50,false,false,false,false,true,false,false,E190F,true
5095,UKKE,UKOO,cargo,60,false,false,false,false,true,false,false,E190F,true
5096,UKOO,UKHP,cargo,70,false,false,false,false,false,true,false,E190F,true
5097,UKHP,UKHS,cargo,45,false,false,false,false,false,true,false,E190F,true
5098,UKHS,UKOO,cargo,80,false,false,false,false,false,true,false,E190F,true
5103,UKKM,UKLN,cargo,65,true,false,false,false,false,false,false,B738F,true
5104,UKLN,LZIB,cargo,85,true,false,false,false,false,false,false,B738F,true
5105,LZIB,UKLN,cargo,85,true,false,false,false,false,false,false,B738F,true
5106,UKLN,UKKM,cargo,65,true,false,false,false,false,false,false,B738F,true
5107,UKKM,UKLR,cargo,60,false,true,false,false,false,false,false,B738F,true
5108,UKLR,EDDN,cargo,115,false,true,false,false,false,false,false,B738F,true
5109,EDDN,UKLR,cargo,115,false,true,false,false,false,false,false,B738F,true
5110,UKLR,UKKM,cargo,60,false,true,false,false,false,false,false,B738F,true
5111,UKKM,UKDE,cargo,75,false,false,true,false,false,false,false,B738F,true
5112,UKDE,LKPR,cargo,150,false,false,true,false,false,false,false,B738F,true
5113,LKPR,UKDE,cargo,150,false,false,true,false,false,false,false,B738F,true
5114,UKDE,UKKM,cargo,75,false,false,true,false,false,false,false,B738F,true
5115,UKKM,UKDR,cargo,65,false,false,false,true,false,false,false,B738F,true
5116,UKDR,EPKT,cargo,115,false,false,false,true,false,false,false,B738F,true
5117,EPKT,UKDR,cargo,115,false,false,false,true,false,false,false,B738F,true
5118,UKDR,UKKM,cargo,65,false,false,false,true,false,false,false,B738F,true
5119,UKKM,UKLN,cargo,65,false,false,false,false,true,false,false,B738F,true
5120,UKLN,LROP,cargo,70,false,false,false,false,true,false,false,B738F,true
5121,LROP,UKLN,cargo,70,false,false,false,false,true,false,false,B738F,true
5122,UKLN,UKKM,cargo,65,false,false,false,false,true,false,false,B738F,true
5123,UKKM,UKLR,cargo,60,false,false,false,false,false,true,false,B738F,true
5124,UKLR,EDJA,cargo,125,false,false,false,false,false,true,false,B738F,true
5125,EDJA,UKLR,cargo,125,false,false,false,false,false,true,false,B738F,true
5126,UKLR,UKKM,cargo,60,false,false,false,false,false,true,false,B738F,true
5127,UKKM,UKDE,cargo,75,false,false,false,false,false,false,true,B738F,true
5128,UKDE,LHBP,cargo,125,false,false,false,false,false,false,true,B738F,true
5129,LHBP,UKDE,cargo,125,false,false,false,false,false,false,true,B738F,true
5130,UKDE,UKKM,cargo,75,false,false,false,false,false,false,true,B738F,true
5135,UKKM,EDDK,cargo,160,true,false,false,false,false,false,false,A306F,true
5136,EDDK,UKKM,cargo,160,true,false,false,false,false,false,false,A306F,true
5137,UKKM,LOWW,cargo,115,true,false,false,false,false,false,false,A306F,true
5138,LOWW,UKKM,cargo,115,true,false,false,false,false,false,false,A306F,true
5139,UKKM,EDDP,cargo,135,false,true,false,false,false,false,false,A306F,true
5140,EDDP,UKKM,cargo,135,false,true,false,false,false,false,false,A306F,true
5141,UKKM,EBLG,cargo,170,false,false,true,false,false,false,false,A306F,true
5142,EBLG,UKKM,cargo,170,false,false,true,false,false,false,false,A306F,true
5143,UKKM,LIME,cargo,160,false,false,true,false,false,false,false,A306F,true
5144,LIME,UKKM,cargo,160,false,false,true,false,false,false,false,A306F,true
5145,UKKM,EHAM,cargo,170,false,false,false,true,false,false,false,A306F,true
5146,EHAM,UKKM,cargo,170,false,false,false,true,false,false,false,A306F,true
5147,UKKM,LFPG,cargo,190,false,false,false,false,true,false,false,A306F,true
5148,LFPG,UKKM,cargo,190,false,false,false,false,true,false,false,A306F,true
5149,UKKM,EDDK,cargo,160,false,false,false,false,false,true,false,A306F,true
5150,EDDK,UKKM,cargo,160,false,false,false,false,false,true,false,A306F,true
5151,UKKM,LIME,cargo,160,false,false,false,false,false,false,true,A306F,true
5152,LIME,UKKM,cargo,160,false,false,false,false,false,false,true,A306F,true
5157,UKBB,ELLX,cargo,165,true,false,false,false,false,false,false,B772F,true
5158,ELLX,UKBB,cargo,165,true,false,false,false,false,false,false,B772F,true
5159,UKBB,EGSS,cargo,190,false,true,false,false,false,false,false,B772F,true
5160,EGSS,UKBB,cargo,190,false,true,false,false,false,false,false,B772F,true
5161,UKBB,LEZG,cargo,225,false,false,true,false,false,false,false,B772F,true
5162,LEZG,UKBB,cargo,225,false,false,true,false,false,false,false,B772F,true
5163,UKBB,VHHH,cargo,565,false,false,false,true,false,false,false,B772F,true
5164,VHHH,UKBB,cargo,565,false,false,false,false,true,false,false,B772F,true
5165,UKBB,EDDF,cargo,155,false,false,false,false,false,true,false,B772F,true
5166,EDDF,UKBB,cargo,155,false,false,false,false,false,true,false,B772F,true
5167,UKBB,OMDB,cargo,285,false,false,false,false,false,false,true,B772F,true
5168,OMDB,UKBB,cargo,285,false,false,false,false,false,false,true,B772F,true
5173,UKLR,UKLC,pax,35,true,false,false,false,false,false,false,C208,true
5174,UKLC,UKLT,pax,55,true,false,false,false,false,false,false,C208,true
5175,UKLT,UKLR,pax,50,true,false,false,false,false,false,false,C208,true
5176,UKLR,UKLU,pax,100,false,true,false,false,false,false,false,C208,true
5177,UKLU,UKLI,pax,65,false,true,false,false,false,false,false,C208,true
5178,UKLI,UKLR,pax,70,false,true,false,false,false,false,false,C208,true
5179,UKLR,UKLH,pax,55,false,false,true,false,false,false,false,C208,true
5180,UKLH,UKKV,pax,60,false,false,true,false,false,false,false,C208,true
5181,UKKV,UKLR,pax,65,false,false,true,false,false,false,false,C208,true
5182,UKLR,UKLC,pax,35,false,false,false,true,false,false,false,C208,true
5183,UKLC,UKWW,pax,80,false,false,false,true,false,false,false,C208,true
5184,UKWW,UKLR,pax,75,false,false,false,true,false,false,false,C208,true
5185,UKLR,UKLT,pax,50,false,false,false,false,true,false,false,C208,true
5186,UKLT,UKLU,pax,80,false,false,false,false,true,false,false,C208,true
5187,UKLU,UKLR,pax,100,false,false,false,false,true,false,false,C208,true
5188,UKLR,UKKV,pax,65,false,false,false,false,false,true,false,C208,true
5189,UKKV,UKLH,pax,60,false,false,false,false,false,true,false,C208,true
5190,UKLH,UKLR,pax,55,false,false,false,false,false,true,false,C208,true
5195,UKDE,UKCC,cargo,65,true,false,false,false,false,false,false,C208F,true
5196,UKCC,UKCM,cargo,50,true,false,false,false,false,false,false,C208F,true
5197,UKCM,UKDE,cargo,65,true,false,false,false,false,false,false,C208F,true
5198,UKDE,UKCW,cargo,90,false,true,false,false,false,false,false,C208F,true
5199,UKCW,UKCC,cargo,55,false,true,false,false,false,false,false,C208F,true
5200,UKCC,UKDE,cargo,65,false,true,false,false,false,false,false,C208F,true
5201,UKDE,UKCM,cargo,65,false,false,true,false,false,false,false,C208F,true
5202,UKCM,UKCW,cargo,70,false,false,true,false,false,false,false,C208F,true
5203,UKCW,UKDE,cargo,90,false,false,true,false,false,false,false,C208F,true
5204,UKDE,UKCC,cargo,65,false,false,false,true,false,false,false,C208F,true
5205,UKCC,UKCM,cargo,50,false,false,false,true,false,false,false,C208F,true
5206,UKCM,UKCW,cargo,70,false,false,false,true,false,false,false,C208F,true
5207,UKCW,UKDE,cargo,90,false,false,false,true,false,false,false,C208F,true
5208,UKDE,UKHH,cargo,75,false,false,false,false,true,false,false,C208F,true
5209,UKHH,UKCW,cargo,85,false,false,false,false,true,false,false,C208F,true
5210,UKCW,UKCM,cargo,70,false,false,false,false,true,false,false,C208F,true
5211,UKCM,UKDE,cargo,65,false,false,false,false,true,false,false,C208F,true
5212,UKDE,UKCC,cargo,65,false,false,false,false,false,true,false,C208F,true
5213,UKCC,UKCM,cargo,50,false,false,false,false,false,true,false,C208F,true
5214,UKCM,UKDE,cargo,65,false,false,false,false,false,true,false,C208F,true
2901,LUKK,EGSS,pax,180,true,false,true,false,true,false,false,pax,true
2902,EGSS,LUKK,pax,180,true,false,true,false,true,false,false,pax,true
2903,LUKK,LPPT,pax,270,false,true,false,false,false,true,false,pax,true
2904,LPPT,LUKK,pax,270,false,true,false,false,false,true,false,pax,true
2905,LUKK,EDDF,pax,150,true,true,true,true,true,true,true,pax,true
2906,EDDF,LUKK,pax,150,true,true,true,true,true,true,true,pax,true
2907,LUKK,LLBG,pax,170,false,true,false,true,false,false,true,pax,true
2908,LLBG,LUKK,pax,170,false,true,false,true,false,false,true,pax,true
2909,LUKK,LROP,pax,60,true,true,true,true,true,true,true,pax,true
2910,LROP,LUKK,pax,60,true,true,true,true,true,true,true,pax,true
2911,LUKK,EIDW,pax,210,false,false,true,false,false,false,true,pax,true
2912,EIDW,LUKK,pax,210,false,false,true,false,false,false,true,pax,true
2913,LUKK,LIPR,pax,140,false,true,false,false,false,true,false,pax,true
2914,LIPR,LUKK,pax,140,false,true,false,false,false,true,false,pax,true
2915,LUKK,LTFM,pax,95,true,true,true,true,true,true,true,pax,true
2916,LTFM,LUKK,pax,95,true,true,true,true,true,true,true,pax,true
2917,LUKK,LRTR,pax,70,true,true,true,true,true,true,true,pax,true
2918,LRTR,LUKK,pax,70,true,true,true,true,true,true,true,pax,true
2919,LUKK,LHBP,pax,80,true,false,true,false,true,false,false,pax,true
2920,LHBP,LUKK,pax,80,true,false,true,false,true,false,false,pax,true
2921,LUKK,LFPG,pax,170,false,false,true,false,false,true,false,pax,true
2922,LFPG,LUKK,pax,170,false,false,true,false,false,true,false,pax,true
2923,LUKK,LIRF,pax,150,false,true,false,true,false,false,true,pax,true
2924,LIRF,LUKK,pax,150,false,true,false,true,false,false,true,pax,true
2925,LUKK,UKBB,pax,80,true,false,true,false,true,false,false,pax,true
2926,UKBB,LUKK,pax,80,true,false,true,false,true,false,false,pax,true
2927,LUKK,UKOO,pax,75,false,true,false,true,false,false,false,pax,true
2928,UKOO,LUKK,pax,75,false,true,false,true,false,false,false,pax,true
2931,LUKK,LIMC,pax,150,true,false,true,false,true,false,false,pax,true
2932,LIMC,LUKK,pax,150,true,false,true,false,true,false,false,pax,true
2935,LUBL,LTBA,pax,130,false,false,false,true,false,false,false,pax,true
2936,LTBA,LUBL,pax,130,false,false,false,true,false,false,false,pax,true
2937,LUKK,GCTS,pax,330,false,false,false,false,false,true,false,pax,true
2938,GCTS,LUKK,pax,330,false,false,false,false,false,true,false,pax,true
2939,LUKK,LTAI,pax,160,true,true,true,true,true,true,true,pax,true
2940,LTAI,LUKK,pax,160,true,true,true,true,true,true,true,pax,true
2941,LUKK,LIPE,pax,140,false,false,true,false,false,false,true,pax,true
2942,LIPE,LUKK,pax,140,false,false,true,false,false,false,true,pax,true
2943,LUKK,EDDL,pax,150,false,true,false,false,true,false,false,pax,true
2944,EDDL,LUKK,pax,150,false,true,false,false,true,false,false,pax,true
2945,LUKK,OMDB,pax,300,false,false,false,true,false,false,true,pax,true
2946,OMDB,LUKK,pax,300,false,false,false,true,false,false,true,pax,true
2947,LUKK,LOWW,pax,90,true,false,false,false,true,false,false,pax,true
2948,LOWW,LUKK,pax,90,true,false,false,false,true,false,false,pax,true
2949,LUKK,EPWA,pax,90,true,false,true,false,true,false,false,pax,true
2950,EPWA,LUKK,pax,90,true,false,true,false,true,false,false,pax,true
2951,LUKK,LROP,cargo,55,true,true,true,true,true,false,false,cargo,true
2952,LROP,LUKK,cargo,55,true,true,true,true,true,false,false,cargo,true
2953,LUKK,LHBP,cargo,70,false,true,false,true,false,false,false,cargo,true
2954,LHBP,LUKK,cargo,70,false,true,false,true,false,false,false,cargo,true
2955,LUKK,EDDP,cargo,140,true,false,true,false,false,false,false,cargo,true
2956,EDDP,LUKK,cargo,140,true,false,true,false,false,false,false,cargo,true
2957,LUKK,LTFM,cargo,95,false,false,true,false,false,true,false,cargo,true
2958,LTFM,LUKK,cargo,95,false,false,true,false,false,true,false,cargo,true
2959,LUKK,LTBW,cargo,95,false,false,false,true,false,false,false,cargo,true
2960,LTBW,LUKK,cargo,95,false,false,false,true,false,false,false,cargo,true
2961,LUBL,UKKK,cargo,75,true,false,false,false,true,false,false,cargo,true
2962,UKKK,LUBL,cargo,75,true,false,false,false,true,false,false,cargo,true
2963,LUKK,OMDB,cargo,300,false,false,false,false,false,false,true,cargo,true
2964,OMDB,LUKK,cargo,300,false,false,false,false,false,false,true,cargo,true
2965,LUKK,LKPR,cargo,95,false,true,false,false,false,false,false,cargo,true
2966,LKPR,LUKK,cargo,95,false,true,false,false,false,false,false,cargo,true
2969,LUKK,LOWW,cargo,85,true,false,false,true,false,false,false,cargo,true
2970,LOWW,LUKK,cargo,85,true,false,false,true,false,false,false,cargo,true
2000,UKKK,EDHL,pax,145,false,false,false,false,true,false,false,A320,true
2001,EDHL,UKKK,pax,145,false,false,false,false,true,false,false,A320,true
2002,UKKK,EDDK,pax,160,false,true,false,false,false,false,false,A320,true
2003,EDDK,UKKK,pax,160,false,true,false,false,false,false,false,A320,true
2004,UKKK,EDLW,pax,150,false,false,false,false,true,false,false,A320,true
2005,EDLW,UKKK,pax,150,false,false,false,false,true,false,false,A320,true
2006,UKKK,LIPH,pax,150,false,false,false,true,false,false,true,A320,true
2007,LIPH,UKKK,pax,150,false,false,false,true,false,false,true,A320,true
2008,UKKK,LEGE,pax,220,false,false,true,false,false,false,false,A320,true
2009,LEGE,UKKK,pax,220,false,false,true,false,false,false,false,A320,true
2010,UKKK,LEVC,pax,240,true,false,false,false,false,false,false,A320,true
2011,LEVC,UKKK,pax,240,true,false,false,false,false,false,false,A320,true
2012,UKKK,LTAI,pax,210,false,false,false,false,false,true,false,A320,true
2013,LTAI,UKKK,pax,210,false,false,false,false,false,true,false,A320,true
2014,UKKK,EPKT,pax,95,false,false,true,false,false,true,false,A320,true
2015,EPKT,UKKK,pax,95,false,false,true,false,false,true,false,A320,true
2016,UKKK,UKFF,pax,85,false,false,false,true,false,false,true,A320,true
2017,UKFF,UKKK,pax,85,false,false,false,true,false,false,true,A320,true
2018,UKKK,UKLL,pax,70,false,true,false,false,false,false,false,A320,true
2019,UKLL,UKKK,pax,70,false,true,false,false,false,false,false,A320,true
601,LKMT,EBLG,cargo,80,false,false,true,false,false,false,false,B738F,true
602,EBLG,LKMT,cargo,81,false,false,true,false,false,false,false,B738F,true
